50,CSE0000005,AirPurifierV6,2021-06-03,2021-07-02,960,15
51,CSE0000005,LargeFormatPrinterT5,2021-06-21,2021-07-02,640,44
52,CSE0000005,Cpu38,2021-06-13,2021-06-27,320,45
53,CSE0000005,AntivirusSoftwareP9,2021-07-05,2021-07-12,920,46
54,CSE0000005,BarcodeAndCardReadingEquipment27,2021-06-17,2021-07-16,110,47
55,CSE0000006,OpticalTransceiver40,2015-04-13,2015-03-31,900,48
56,CSE0000006,FaxMachineCopierD4,2015-03-15,2015-04-09,670,49
57,CSE0000007,RemoteControl83,2010-10-23,2010-09-23,540,50
58,CSE0000008,TvBase65,2000-11-17,2000-11-24,580,51
59,CSE0000008,LaminatorMoDriveH2,2000-11-27,2000-11-23,520,52
60,CSE0000009,Anti-SlipMobilePhone26,2003-06-07,2003-05-28,30,53
61,CSE0000009,TvBase30,2003-05-14,2003-06-28,270,54
62,CSE0000009,Yuba80,2003-06-15,2003-05-22,240,55
63,CSE0000009,MonitorB2,2003-05-31,2003-05-02,30,56
64,CSE0000009,HotelEntertainment81,2003-06-13,2003-06-25,150,57
65,CSE0000009,Anti-TheftAlarmHostN4,2003-05-17,2003-05-02,530,58
66,CSE0000009,Charger07,2003-05-30,2003-06-10,240,59
67,CSE0000009,MobilePower20,2003-05-03,2003-05-19,750,60
68,CSE0000009,E-BookF8,2003-05-24,2003-05-20,480,61
69,CSE0000009,OnlineTelephoneO8,2003-05-05,2003-05-25,160,62
70,CSE0000009,DatabaseSoftwareO6,2003-05-25,2003-06-22,860,63
71,CSE0000010,FlashAccessories41,2013-05-18,2013-06-28,610,64
72,CSE0000011,RouterB5,2018-01-06,2018-01-07,960,65
73,CSE0000011,MultiplexerL3,2017-12-12,2018-01-07,220,66
74,CSE0000011,DvdPlayer89,2017-12-14,2018-01-26,480,67
75,CSE0000011,MicroscopeU0,2018-01-01,2018-02-03,350,68
76,CSE0000011,DesktopPc78,2017-12-28,2018-02-05,600,69
77,CSE0000011,PrinterH8,2018-01-12,2018-02-06,930,70
78,CSE0000011,Pbx05,2018-01-28,2018-01-26,850,71
79,CSE0000011,TvHanger69,2018-01-22,2018-02-07,560,72
80,CSE0000012,WirelessAccessPointY0,2021-01-30,2021-02-20,130,73
81,CSE0000012,DigitalCameraS4,2021-01-12,2021-02-15,380,74
82,CSE0000012,ClusterH8,2021-02-24,2021-02-27,350,75
83,CSE0000012,GpsI3,2021-02-14,2021-03-01,970,76
84,CSE0000012,ReceiptPrinter06,2021-02-23,2021-02-25,640,77
85,CSE0000012,TollMachine89,2021-01-25,2021-02-26,210,78
86,CSE0000012,MobilePhone49,2021-02-13,2021-02-28,510,76
87,CSE0000012,HardDiskRecordingT5,2021-02-16,2021-01-12,280,79
88,CSE0000012,CellPhoneBattery21,2021-03-02,2021-02-27,20,80
89,CSE0000012,IsbnPrinterA3,2021-03-06,2021-02-01,330,81
90,CSE0000012,Telescope92,2021-03-07,2021-01-30,10,75
91,CSE0000012,SerialCommunicationServer74,2021-01-21,2021-02-15,180,82
92,CSE0000012,AdapterRing70,2021-03-12,2021-02-08,760,83
93,CSE0000012,OtherAccessoriesQ9,2021-01-30,2021-02-20,910,25
94,CSE0000012,LaminatingMachineC3,2021-01-14,2021-02-12,60,84
95,CSE0000012,HandwritingInputE9,2021-01-24,2021-02-05,100,85
96,CSE0000012,ToasterElectricOvenB8,2021-02-22,2021-01-27,230,86
97,CSE0000012,SecurityCameraY2,2021-02-08,2021-02-28,600,87
98,CSE0000013,MobilePhone56,2022-01-20,2022-02-03,870,9
99,CSE0000014,DishwasherM7,2005-07-03,2005-06-22,220,88
100,CSE0000015,Air-ConditioningFan79,2015-04-19,2015-05-19,440,89
101,CSE0000015,GameLightGunGamePeripheralL5,2015-04-25,2015-04-18,490,90
102,CSE0000015,Charger07,2015-04-28,2015-04-29,480,91
103,CSE0000015,ColorManagementX0,2015-04-29,2015-05-23,480,92
104,CSE0000015,ReceiptPrinter76,2015-05-16,2015-03-26,30,93
105,CSE0000015,GasWaterHeaterB3,2015-05-20,2015-04-06,910,94
106,CSE0000015,HardDisk51,2015-04-24,2015-04-23,1000,95
107,CSE0000015,NetworkCardZ5,2015-04-24,2015-05-13,470,96
108,CSE0000015,CursorMarkingMachineZ7,2015-05-09,2015-04-27,230,97
109,CSE0000015,HardDiskRecordingT5,2015-04-08,2015-04-06,990,98
110,CSE0000015,LinePrinterX7,2015-04-15,2015-05-04,530,99
111,CSE0000015,Mouse12,2015-04-30,2015-04-06,340,100
112,CSE0000015,LaminatingMachineE3,2015-05-08,2015-04-27,500,101
113,CSE0000015,IndustrialNetworkSwitchR2,2015-05-22,2015-04-17,10,102
114,CSE0000015,Anti-TheftAlarmHost23,2015-04-18,2015-05-22,870,103
115,CSE0000015,PrecisionAirConditionerG9,2015-05-20,2015-04-20,490,99
116,CSE0000015,ViewfinderL1,2015-05-09,2015-05-14,560,104
117,CSE0000015,DigitalMobileTvZ2,2015-04-05,2015-05-12,610,105
118,CSE0000015,WirelessNetworkCardK0,2015-05-09,2015-05-24,310,106
119,CSE0000016,ElectricToothbrushX5,2013-11-24,2013-10-30,870,107
120,CSE0000016,PrintMedia70,2013-12-03,2013-12-17,480,108
121,CSE0000016,CameraRemoteO4,2013-12-01,2013-11-08,610,109
122,CSE0000016,WirelessAccessPointY0,2013-10-27,2013-12-21,750,110
123,CSE0000016,MonitorF1,2013-10-30,2013-11-26,410,111
124,CSE0000016,Laptop78,2013-12-22,2013-12-02,310,50
125,CSE0000016,MultiplexerL4,2013-12-19,2013-12-15,650,112
126,CSE0000016,LaptopPowerAdapterD3,2013-12-10,2013-11-24,340,112
127,CSE0000016,CleaningAndMaintenanceD0,2013-10-31,2013-11-04,300,113
128,CSE0000016,PhysicalSecurityIsolationN5,2013-11-12,2013-11-08,970,114
129,CSE0000016,LaserPrinterT5,2013-11-24,2013-12-09,610,115
130,CSE0000016,FlashCardG3,2013-12-11,2013-12-16,140,83
131,CSE0000016,LaserPrinterC5,2013-11-18,2013-11-27,980,116
132,CSE0000016,PressureCookerP8,2013-12-02,2013-12-18,1000,117
133,CSE0000016,Cd-RomBox49,2013-11-10,2013-11-03,770,118
134,CSE0000016,GamePackL5,2013-11-25,2013-12-14,40,119
135,CSE0000016,CasetteLibraryT2,2013-10-28,2013-12-01,890,120
136,CSE0000016,LargeFormatPrinterT5,2013-12-16,2013-12-19,360,121
137,CSE0000016,LargeFormatPrinterD9,2013-12-13,2013-12-05,500,114
138,CSE0000016,RepeaterB1,2013-11-16,2013-11-25,140,122
139,CSE0000016,LcdTvS3,2013-11-19,2013-11-06,270,123
140,CSE0000016,FruitAndVegetableWashingMachineL2,2013-11-03,2013-10-31,150,124
141,CSE0000016,FruitAndVegetableWashingMachineF9,2013-11-29,2013-12-10,10,125
142,CSE0000016,HoodB4,2013-11-23,2013-11-19,50,126
143,CSE0000016,PlasmaTv10,2013-11-08,2013-11-21,40,127
144,CSE0000016,DigitalMobileTvH2,2013-11-25,2013-12-06,550,110
145,CSE0000016,ServerHardDriveJ1,2013-11-29,2013-10-26,720,83
146,CSE0000016,UDisk10,2013-12-06,2013-11-10,230,122
147,CSE0000016,ServerHardDrive65,2013-11-22,2013-12-12,550,116
148,CSE0000016,TrafficManagement93,2013-12-08,2013-11-16,820,85
149,CSE0000016,VacuumCleaner90,2013-11-17,2013-10-27,100,85
150,CSE0000016,VacuumCleaner07,2013-11-15,2013-10-31,930,128
151,CSE0000016,Cabinet07,2013-11-15,2013-12-04,490,129
152,CSE0000016,Charger07,2013-11-23,2013-11-02,830,130
153,CSE0000016,ServerBarebones96,2013-11-14,2013-11-03,490,31
154,CSE0000016,Pbx69,2013-10-31,2013-11-30,680,131
155,CSE0000016,TvPlayer60,2013-12-09,2013-12-15,380,81
156,CSE0000016,LaminatorMoDrive12,2013-12-22,2013-11-23,690,123
157,CSE0000016,InternetBehaviorManagementG2,2013-12-13,2013-11-24,460,132
158,CSE0000016,WorkstationU5,2013-10-29,2013-11-29,20,133
159,CSE0000016,BillingSystemI2,2013-12-11,2013-11-30,300,134
160,CSE0000017,Anti-SlipMobilePhone26,2002-11-05,2002-11-25,350,135
161,CSE0000017,GameMachineWire98,2002-11-20,2002-11-26,40,136
162,CSE0000017,GameMachineWireH5,2002-11-17,2002-10-12,420,137
163,CSE0000017,ServerHardDriveJ1,2002-10-15,2002-10-30,970,5
164,CSE0000017,CoffeeMachine86,2002-10-07,2002-11-30,120,138
165,CSE0000017,RangeHoodE2,2002-11-19,2002-11-11,900,139
166,CSE0000017,KeyboardAndMouseSet73,2002-10-31,2002-10-29,470,140
167,CSE0000017,PhotoBox94,2002-10-07,2002-10-19,730,141
168,CSE0000017,ScreenSplitter58,2002-11-04,2002-10-27,350,142
169,CSE0000017,Telephone67,2002-11-16,2002-10-29,460,38
170,CSE0000017,AllInOneComputerT0,2002-10-15,2002-10-30,680,143
171,CSE0000017,SpeakerAccessoriesG0,2002-10-15,2002-10-14,10,16
172,CSE0000017,OnlineTelephoneO8,2002-11-15,2002-11-14,360,144
173,CSE0000017,GameChargerA5,2002-11-15,2002-11-16,380,145
174,CSE0000017,HardDiskExtractionBox93,2002-11-02,2002-10-14,970,38
175,CSE0000018,WirelessHdS0,2008-03-02,2008-03-23,580,33
176,CSE0000018,Monocular54,2008-02-24,2008-04-04,120,146
177,CSE0000019,Anti-SlipMobilePhone87,2004-03-30,2004-02-15,980,128
178,CSE0000019,LaptopA9,2004-03-19,2004-03-27,620,147
179,CSE0000019,AirConditioner71,2004-02-01,2004-03-15,430,148
180,CSE0000019,ComputerRemoteControlG0,2004-02-06,2004-02-04,500,149
181,CSE0000019,TvBase65,2004-02-12,2004-03-11,200,113
182,CSE0000019,IndustrialControlEquipment34,2004-02-22,2004-02-28,810,150
183,CSE0000019,FirewallX5,2004-02-11,2004-03-15,270,48
184,CSE0000019,MobilePowerN6,2004-02-16,2004-02-09,220,151
185,CSE0000019,GasWaterHeaterS7,2004-03-24,2004-03-25,370,152
186,CSE0000019,Converter21,2004-03-02,2004-03-16,670,153
187,CSE0000019,RouterB5,2004-03-14,2004-02-27,850,118
188,CSE0000019,BuildingIntercom04,2004-02-22,2004-03-24,420,112
189,CSE0000019,CameraFilmQ3,2004-02-12,2004-03-21,370,154
190,CSE0000019,TonerCartridge20,2004-02-20,2004-03-11,190,155
191,CSE0000019,FruitAndVegetableWashingMachineU6,2004-04-01,2004-03-30,750,156
192,CSE0000019,MultimediaSoftwareA8,2004-03-22,2004-03-23,750,157
193,CSE0000019,CentralControlSystemU8,2004-02-03,2004-02-07,800,49
194,CSE0000019,HoodB4,2004-02-08,2004-03-29,950,158
195,CSE0000020,WirelessAccessPoint23,2011-02-16,2011-01-24,350,159
196,CSE0000020,MultiplexerL3,2011-02-01,2011-03-12,270,160
197,CSE0000020,WirelessRouter47,2011-02-05,2011-02-26,980,9
198,CSE0000020,VideoServerX4,2011-02-13,2011-02-03,300,161
199,CSE0000020,CableJ6,2011-03-12,2011-02-17,820,162
200,CSE0000020,WaterHeater57,2011-02-25,2011-02-25,390,88
201,CSE0000020,Freezer85,2011-03-01,2011-01-26,890,17
202,CSE0000020,Cd-RomBox87,2011-01-27,2011-03-03,430,163
203,CSE0000020,IntranetSecurityNetworkVulnerabilityScanningP0,2011-02-23,2011-02-14,960,164
204,CSE0000020,NotebookCase47,2011-03-11,2011-02-08,240,140
205,CSE0000020,LcdTv45,2011-02-10,2011-02-22,390,165
206,CSE0000020,CustomerManagementSoftwareCrmW1,2011-01-28,2011-02-22,1000,42
207,CSE0000020,PocketPcV3,2011-03-05,2011-03-01,700,67
208,CSE0000021,ApplicationSupervision29,2001-04-08,2001-04-22,310,166
209,CSE0000021,RangeHood35,2001-04-01,2001-04-06,970,167
210,CSE0000022,RemoteControlL3,2011-02-04,2011-03-23,250,168
211,CSE0000023,NetworkExtenderB5,2006-03-08,2006-03-03,30,169
212,CSE0000023,DehumidifierP0,2006-01-28,2006-02-17,550,170
213,CSE0000023,NotebookAccessories20,2006-01-24,2006-02-11,10,171
214,CSE0000023,WaterHeater71,2006-02-19,2006-02-02,980,172
215,CSE0000023,MobilePhoneFilm78,2006-02-12,2006-03-07,730,173
216,CSE0000023,SteeringWheel93,2006-01-29,2006-03-03,960,174
217,CSE0000023,Monocular54,2006-02-22,2006-01-23,910,174
218,CSE0000024,ScreenSplitterA3,2011-08-13,2011-08-07,310,137
219,CSE0000024,FocusingScreenU5,2011-09-08,2011-08-16,450,175
220,CSE0000024,MicrophoneDigitalCompanion64,2011-08-26,2011-08-26,500,66
221,CSE0000024,Cd-Rom67,2011-09-30,2011-09-23,450,64
222,CSE0000024,PowerAmplifier15,2011-09-01,2011-08-21,660,176
223,CSE0000024,Cpu38,2011-08-06,2011-09-14,220,14
224,CSE0000024,ElectricFan12,2011-08-15,2011-08-11,270,177
225,CSE0000024,PrinterY4,2011-08-28,2011-08-20,730,175
226,CSE0000024,Chassis83,2011-08-18,2011-09-12,430,137
227,CSE0000024,AirConditioner85,2011-08-25,2011-08-06,240,159
228,CSE0000024,Anti-SlipMobilePhoneP4,2011-09-05,2011-08-31,690,69
229,CSE0000024,KeyboardAndMouseSet74,2011-09-30,2011-09-03,290,178
230,CSE0000025,CameraRemoteK4,2017-12-19,2017-11-26,380,41
231,CSE0000025,Pager17,2017-11-07,2017-11-08,280,23
232,CSE0000025,PaperCutter64,2017-12-06,2017-12-26,490,179
233,CSE0000025,DvdPlayer89,2017-11-08,2017-12-08,130,180
234,CSE0000025,DesktopPcP3,2018-01-04,2017-12-03,130,181
235,CSE0000025,OnlineTelephone15,2017-11-26,2017-12-09,1000,64
236,CSE0000025,ToasterElectricOvenB8,2017-11-18,2017-11-15,980,182
237,CSE0000025,OpticalTransceiver15,2017-12-02,2017-11-11,680,8
238,CSE0000025,ToiletSeat05,2017-11-21,2017-11-19,650,9
239,CSE0000025,MonocularC0,2017-11-24,2017-11-11,140,183
240,CSE0000026,TabletQ7,2019-08-09,2019-06-27,630,133
241,CSE0000026,HeatSink24,2019-06-17,2019-07-09,680,133
242,CSE0000026,Multiplexer89,2019-08-08,2019-07-03,520,184
243,CSE0000026,ServerMemoryA4,2019-08-06,2019-06-19,470,185
244,CSE0000026,AttendanceMachineW1,2019-06-23,2019-06-28,660,186
245,CSE0000026,RealEstateL1,2019-07-16,2019-06-19,940,149
246,CSE0000026,AdapterRing70,2019-07-06,2019-07-11,770,187
247,CSE0000026,ClusterH8,2019-08-05,2019-06-23,210,107
248,CSE0000026,AntivirusAndEmailFiltering70,2019-07-05,2019-07-11,980,186
249,CSE0000026,LcdTvV7,2019-08-04,2019-07-09,320,108
250,CSE0000027,MoneyCounterA3,2021-08-08,2021-09-01,670,188
251,CSE0000027,ReadingMachine54,2021-08-07,2021-09-15,290,189
252,CSE0000027,SolarWaterHeaters80,2021-08-04,2021-09-12,840,190
253,CSE0000028,AirConditioner38,2009-10-22,2009-11-17,430,71
254,CSE0000028,DigitalCamera75,2009-12-14,2009-10-25,460,191
255,CSE0000028,FreezerP7,2009-11-03,2009-10-31,130,140
256,CSE0000028,AntennaSystem39,2009-12-13,2009-12-13,400,181
257,CSE0000028,ElectricFanS3,2009-11-17,2009-12-19,830,6
258,CSE0000028,FlashCardU8,2009-11-07,2009-11-30,860,8
259,CSE0000028,Cd-RomBox81,2009-11-22,2009-11-16,210,192
260,CSE0000028,HotPot14,2009-12-09,2009-11-27,740,193
261,CSE0000028,Cd95,2009-11-13,2009-10-25,410,68
262,CSE0000028,Codec97,2009-10-28,2009-11-03,730,194
263,CSE0000028,MobilePhoneFilmZ7,2009-12-11,2009-10-31,500,34
264,CSE0000028,TabletU8,2009-12-19,2009-10-22,350,19
265,CSE0000028,PaperCutterV5,2009-10-28,2009-11-30,580,195
266,CSE0000028,CameraBattery40,2009-11-02,2009-10-28,410,47
267,CSE0000028,ServerMotherboardQ7,2009-11-05,2009-11-05,160,8
268,CSE0000028,E-BookF8,2009-11-18,2009-11-02,160,196
269,CSE0000028,FiberEquipmentF2,2009-10-27,2009-11-19,290,197
270,CSE0000028,CarEquipment85,2009-11-01,2009-10-28,780,138
271,CSE0000028,RecordingPenR9,2009-12-13,2009-12-05,10,47
272,CSE0000028,CarEquipment35,2009-10-30,2009-10-26,580,198
273,CSE0000028,CameraBagA2,2009-10-26,2009-12-18,70,35
274,CSE0000028,BillingSystemC5,2009-11-06,2009-11-06,590,199
275,CSE0000028,WorkstationQ9,2009-12-15,2009-11-08,740,200
276,CSE0000028,SlrHandleU6,2009-11-30,2009-11-07,620,201
277,CSE0000028,PocketPcV3,2009-10-29,2009-10-31,20,175
278,CSE0000029,ElectronicDictionary86,2011-10-12,2011-10-15,840,202
279,CSE0000029,Laptop78,2011-11-02,2011-10-29,470,203
280,CSE0000029,RepeaterV9,2011-09-24,2011-09-24,610,172
281,CSE0000029,PowerAmplifier15,2011-09-24,2011-09-20,310,204
282,CSE0000029,LensD7,2011-10-26,2011-09-14,200,205
283,CSE0000029,NotebookFilmZ1,2011-10-17,2011-10-04,40,206
284,CSE0000029,FlashCardU8,2011-10-19,2011-10-28,160,207
285,CSE0000029,PrinterY4,2011-09-14,2011-11-01,580,208
286,CSE0000029,HardDiskRecordingT5,2011-10-28,2011-09-24,890,209
287,CSE0000029,PressureCookerP8,2011-09-18,2011-10-10,360,210
288,CSE0000029,Cpu37,2011-10-09,2011-09-07,960,211
289,CSE0000029,GameMachineWire98,2011-10-22,2011-09-10,840,212
290,CSE0000029,TabletQ7,2011-11-04,2011-10-02,190,213
291,CSE0000029,DyeSublimationPrinterY6,2011-10-04,2011-10-30,460,213
292,CSE0000029,SolarWaterHeaters26,2011-09-08,2011-09-29,360,214
293,CSE0000029,CarEquipmentS3,2011-09-29,2011-09-10,660,203
294,CSE0000029,CameraBagX6,2011-11-04,2011-11-01,880,215
295,CSE0000029,CameraBagI1,2011-10-23,2011-11-02,580,216
296,CSE0000029,ConverterE1,2011-10-22,2011-11-01,950,217
297,CSE0000029,TonerCartridge96,2011-09-15,2011-10-23,650,218
298,CSE0000029,InternetBehaviorManagementG2,2011-10-16,2011-11-03,590,219
299,CSE0000029,ImageAlarmM3,2011-09-09,2011-09-22,390,171
300,CSE0000029,ToasterElectricOvenO2,2011-10-15,2011-10-05,150,203
301,CSE0000029,BillingSystemC5,2011-09-29,2011-09-17,380,220
302,CSE0000029,Workstation06,2011-09-29,2011-10-08,310,212
303,CSE0000029,BluetoothAdapterL1,2011-09-26,2011-10-19,650,221
304,CSE0000029,SoftwareEncryptionI2,2011-09-10,2011-10-20,620,216
305,CSE0000029,Air-ConditioningFan38,2011-10-28,2011-10-14,350,222
306,CSE0000029,IndustrialControlEquipmentB7,2011-10-23,2011-11-02,880,223
307,CSE0000029,CleaningAndMaintenance12,2011-09-15,2011-09-26,510,224
308,CSE0000029,CommunicationSoftware60,2011-10-31,2011-09-13,770,225
309,CSE0000029,Cd-RomBox87,2011-10-05,2011-10-02,430,206
413,CSE0000042,TvHanger69,2006-08-18,2006-07-26,100,152
310,CSE0000029,IntranetSecurityNetworkVulnerabilityScanningP0,2011-09-18,2011-09-14,60,226
311,CSE0000029,DestroyEquipmentM9,2011-10-06,2011-10-21,840,227
312,CSE0000029,CdDuplicator58,2011-09-30,2011-09-14,30,228
313,CSE0000029,Monocular31,2011-10-22,2011-10-21,860,229
314,CSE0000029,SaasSoftwareK7,2011-09-29,2011-09-07,950,230
315,CSE0000029,CasetteLibraryJ4,2011-10-20,2011-10-25,280,231
316,CSE0000029,RealEstateL1,2011-09-20,2011-11-03,660,213
317,CSE0000029,MobilePhoneFilm78,2011-10-27,2011-10-03,910,232
318,CSE0000029,EarphoneV5,2011-09-07,2011-11-02,810,233
319,CSE0000029,MoneyCounter63,2011-10-08,2011-09-09,180,212
320,CSE0000029,NetworkExtenderB5,2011-10-15,2011-09-21,830,167
321,CSE0000029,TvBase30,2011-09-15,2011-09-05,430,234
322,CSE0000029,VacuumCleaner07,2011-10-26,2011-10-12,790,235
323,CSE0000029,HomeTheater94,2011-09-17,2011-10-23,630,236
324,CSE0000029,WaterDispenserO9,2011-10-28,2011-09-15,130,208
325,CSE0000029,ElectricIron24,2011-10-26,2011-11-01,920,237
326,CSE0000029,PrecisionAirConditioner90,2011-10-11,2011-10-28,980,167
327,CSE0000029,SecurityCameraY2,2011-09-06,2011-10-15,360,238
328,CSE0000029,WirelessNetworkCardK0,2011-10-05,2011-10-13,610,208
329,CSE0000030,DehumidifierK8,2012-06-25,2012-06-19,260,181
330,CSE0000030,PrintMedia70,2012-07-11,2012-07-23,80,195
331,CSE0000030,LaserPointersAndPresentersS3,2012-07-16,2012-06-07,10,239
332,CSE0000030,Monitor57,2012-07-04,2012-06-09,240,138
333,CSE0000030,HotelEntertainment81,2012-06-18,2012-07-28,320,240
334,CSE0000030,WaterDispenserO9,2012-07-14,2012-07-12,370,135
335,CSE0000030,CabinetZ4,2012-07-11,2012-06-16,930,69
336,CSE0000031,LaserPointersAndPresentersS3,2009-05-31,2009-05-19,310,160
337,CSE0000031,ServerMemory84,2009-05-05,2009-06-12,30,21
338,CSE0000031,SurveillanceAroundN5,2009-06-10,2009-06-03,250,241
339,CSE0000031,SaasSoftwareZ5,2009-04-16,2009-04-23,640,242
340,CSE0000031,TabletBagG4,2009-04-28,2009-06-06,920,243
341,CSE0000031,FocusingScreenP9,2009-05-21,2009-05-25,120,244
342,CSE0000031,GamePackL5,2009-05-09,2009-06-12,20,10
343,CSE0000031,GameJoystick05,2009-05-03,2009-05-25,510,22
344,CSE0000031,Monocular54,2009-04-22,2009-06-03,730,239
345,CSE0000031,FlashU8,2009-04-29,2009-05-17,730,245
346,CSE0000032,ComputerRemoteControlG0,2015-03-20,2015-03-12,650,246
347,CSE0000033,RemoteControlL3,2018-03-21,2018-02-24,270,185
348,CSE0000033,UpsPowerShredder92,2018-03-31,2018-03-14,690,186
349,CSE0000033,FunctionServerE7,2018-03-31,2018-03-01,750,76
350,CSE0000033,CashRegister06,2018-02-23,2018-04-06,750,49
351,CSE0000033,FaxMachineCopierD4,2018-03-02,2018-02-19,380,247
352,CSE0000034,FaxMachineCopierV8,2009-01-21,2009-02-04,670,248
353,CSE0000034,Anti-SlipMobilePhone87,2009-01-23,2009-02-18,300,249
354,CSE0000034,MobilePhoneCarAccessoriesW6,2009-03-11,2009-03-01,320,250
355,CSE0000034,VacuumCleaner75,2009-03-07,2009-02-16,410,251
356,CSE0000034,TonerCartridge96,2009-03-10,2009-02-04,520,252
357,CSE0000034,TwistedPair02,2009-02-07,2009-03-08,720,253
358,CSE0000034,VoiceRecording52,2009-02-15,2009-03-14,520,254
359,CSE0000034,Binoculars12,2009-01-28,2009-03-05,810,255
360,CSE0000035,AirConditioner27,2019-08-20,2019-07-04,100,256
361,CSE0000035,LaserPointersAndPresentersD7,2019-08-17,2019-07-14,230,33
362,CSE0000035,UDisk10,2019-08-26,2019-08-27,610,88
363,CSE0000035,SoyMilkMachineM1,2019-07-15,2019-08-05,10,257
364,CSE0000035,Yuba48,2019-07-17,2019-08-25,460,258
365,CSE0000035,CentralControlSystemO7,2019-08-22,2019-08-22,660,179
366,CSE0000035,MonitorO3,2019-08-08,2019-07-29,10,7
367,CSE0000036,SoftwareEncryptionI2,2021-12-13,2021-12-19,500,259
368,CSE0000036,RemoteControlJ8,2022-01-21,2021-12-28,290,260
369,CSE0000036,ComputerTerminal43,2021-12-14,2022-01-23,240,206
370,CSE0000036,FiberEquipmentF2,2022-01-11,2021-12-06,250,261
371,CSE0000037,ComputerRemoteControlG0,2001-05-28,2001-04-18,520,28
372,CSE0000037,CameraBatteryO2,2001-06-08,2001-04-23,550,262
373,CSE0000037,HotelEntertainment81,2001-05-06,2001-06-04,320,130
374,CSE0000037,FlatFilmT9,2001-04-28,2001-05-07,540,263
375,CSE0000037,HardDiskExtractionBox95,2001-04-14,2001-04-21,20,264
376,CSE0000037,SlrHandleU6,2001-06-04,2001-06-08,70,31
377,CSE0000037,TabletU8,2001-04-11,2001-05-10,550,86
378,CSE0000038,Cd-Rom67,2003-03-05,2003-02-18,330,265
379,CSE0000038,Mp3A1,2003-03-02,2003-03-05,370,266
